Time [s],Value,Parity Error,Framing Error
5.94992575s,0x00,,
5.951164s,0x00,,
5.9524025s,0x00,,
5.95364075s,0x00,,
5.954879s,0x00,,
5.95611725s,0x00,,
5.9573555s,0x00,,
5.95859375s,0x00,,
5.95983225s,0x00,,
5.9610705s,0x00,,
5.96230875s,0x8E,,
6.14000475s,0xFE,,
6.141243s,0x55,,
6.14248125s,0xEF,,
6.14371975s,0x2F,,
6.144958s,0x7C,,
6.14619625s,0x00,,
6.1474345s,0x00,,
6.14867275s,0x00,,
6.14991125s,0x00,,
6.1511495s,0x00,,
6.15238775s,0x00,,
6.153626s,0x00,,
6.15486425s,0x00,,
6.15610275s,0x00,,
6.157341s,0x00,,
6.15857925s,0x00,,
6.1598175s,0x00,,
6.16105575s,0x00,,
6.16229425s,0x00,,
6.1635325s,0x00,,
6.16477075s,0x00,,
6.166009s,0x00,,
6.16724725s,0x00,,
6.16848575s,0x00,,
6.169724s,0x00,,
6.17096225s,0x00,,
6.1722005s,0x00,,
6.17343875s,0x00,,
6.17467725s,0x00,,
6.1759155s,0x00,,
6.17715375s,0x01,,
6.178392s,0x00,,
6.17963025s,0x00,,
6.1808685s,0x00,,
6.182107s,0x00,,
6.18334525s,0x00,,
6.1845835s,0x00,,
6.18582175s,0x00,,
6.18706025s,0x00,,
6.1882985s,0x00,,
6.18953675s,0x00,,
6.190775s,0x00,,
6.19201325s,0x00,,
6.1932515s,0x00,,
6.19449s,0x00,,
6.19572825s,0x00,,
6.1969665s,0x00,,
6.19820475s,0x00,,
6.199443s,0x00,,
6.2006815s,0x00,,
6.20191975s,0xAC,,
6.3310125s,0xFE,,
6.33225075s,0x55,,
6.333489s,0xEF,,
6.33472725s,0x0D,,
6.3359655s,0x7B,,
6.337204s,0x00,,
6.33844225s,0x00,,
6.3396805s,0x00,,
6.34091875s,0x00,,
6.342157s,0x00,,
6.3433955s,0x00,,
6.34463375s,0x00,,
6.345872s,0x00,,
6.34711025s,0x00,,
6.3483485s,0x00,,
6.349587s,0x00,,
6.35082525s,0x88,,
6.53068825s,0xFE,,
6.5319265s,0x55,,
6.53316475s,0xEF,,
6.53440325s,0x2F,,
6.5356415s,0x7C,,
6.53687975s,0x00,,
6.538118s,0x00,,
6.53935625s,0x00,,
6.5405945s,0x00,,
6.541833s,0x00,,
6.54307125s,0x00,,
6.5443095s,0x00,,
6.54554775s,0x00,,
6.546786s,0x00,,
6.5480245s,0x00,,
6.54926275s,0x00,,
6.550501s,0x00,,
6.55173925s,0x00,,
6.5529775s,0x00,,
6.554216s,0x00,,
6.55545425s,0x00,,
6.5566925s,0x00,,
6.55793075s,0x00,,
6.559169s,0x00,,
6.5604075s,0x00,,
6.56164575s,0x00,,
6.562884s,0x00,,
6.56412225s,0x00,,
6.5653605s,0x00,,
6.566599s,0x00,,
6.56783725s,0x01,,
6.5690755s,0x00,,
6.57031375s,0x00,,
6.571552s,0x00,,
6.5727905s,0x00,,
6.57402875s,0x00,,
6.575267s,0x00,,
6.57650525s,0x00,,
6.5777435s,0x00,,
6.578982s,0x00,,
6.58022025s,0x00,,
6.5814585s,0x00,,
6.58269675s,0x00,,
6.583935s,0x00,,
6.5851735s,0x00,,
6.58641175s,0x00,,
6.58765s,0x00,,
6.58888825s,0x00,,
6.5901265s,0x00,,
6.591365s,0x00,,
6.59260325s,0xAC,,
6.73428525s,0xFE,,
6.7355235s,0x55,,
6.73676175s,0xEF,,
6.73800025s,0x0B,,
6.7392385s,0x77,,
6.74047675s,0x00,,
6.741715s,0x00,,
6.74295325s,0x00,,
6.74419175s,0x00,,
6.74543s,0x00,,
6.74666825s,0x00,,
6.7479065s,0x00,,
6.74914475s,0x00,,
6.75038325s,0x00,,
6.7516215s,0x82,,
6.94159725s,0xFE,,
6.9428355s,0x55,,
6.944074s,0xEF,,
6.94531225s,0x2F,,
6.9465505s,0x7C,,
6.94778875s,0x00,,
6.949027s,0x00,,
6.9502655s,0x00,,
6.95150375s,0x00,,
6.952742s,0x00,,
6.95398025s,0x00,,
6.9552185s,0x00,,
6.956457s,0x00,,
6.95769525s,0x00,,
6.9589335s,0x00,,
6.96017175s,0x00,,
6.96141s,0x00,,
6.96264825s,0x00,,
6.96388675s,0x00,,
6.965125s,0x00,,
6.96636325s,0x00,,
6.9676015s,0x00,,
6.96883975s,0x00,,
6.97007825s,0x00,,
6.9713165s,0x00,,
6.97255475s,0x00,,
6.973793s,0x00,,
6.97503125s,0x00,,
6.97626975s,0x00,,
6.977508s,0x00,,
6.97874625s,0x01,,
6.9799845s,0x00,,
6.98122275s,0x00,,
6.98246125s,0x00,,
6.9836995s,0x00,,
6.98493775s,0x00,,
6.986176s,0x00,,
6.98741425s,0x00,,
6.98865275s,0x00,,
6.989891s,0x00,,
6.99112925s,0x00,,
6.9923675s,0x00,,
6.99360575s,0x00,,
6.99484425s,0x00,,
6.9960825s,0x00,,
6.99732075s,0x00,,
6.998559s,0x00,,
6.99979725s,0x00,,
7.00103575s,0x00,,
7.002274s,0x00,,
7.00351225s,0xAC,,
7.13631975s,0xFE,,
7.13755825s,0x55,,
7.1387965s,0xEF,,
7.14003475s,0x2C,,
7.141273s,0x7D,,
7.14251125s,0x00,,
7.14374975s,0x00,,
7.144988s,0x00,,
7.14622625s,0x00,,
7.1474645s,0x00,,
7.14870275s,0x00,,
7.14994125s,0x00,,
7.1511795s,0x00,,
7.15241775s,0x00,,
7.153656s,0x00,,
7.15489425s,0x00,,
7.15613275s,0x00,,
7.157371s,0x00,,
7.15860925s,0x00,,
7.1598475s,0x00,,
7.16108575s,0x18,,
7.16232425s,0x01,,
7.1635625s,0x00,,
7.16480075s,0x00,,
7.166039s,0x00,,
7.16727725s,0x00,,
7.16851575s,0x00,,
7.169754s,0x00,,
7.17099225s,0x00,,
7.1722305s,0x05,,
7.17346875s,0x00,,
7.17470725s,0x08,,
7.1759455s,0x3B,,
7.17718375s,0x11,,
7.178422s,0x00,,
7.17966025s,0x04,,
7.18089875s,0x08,,
7.182137s,0x01,,
7.18337525s,0x2C,,
7.1846135s,0x32,,
7.18585175s,0x00,,
7.18709025s,0x00,,
7.1883285s,0x20,,
7.18956675s,0x06,,
7.190805s,0x0A,,
7.19204325s,0x32,,
7.19328175s,0x00,,
7.19452s,0xE8,,
7.33259025s,0xFE,,
7.33382875s,0x55,,
7.335067s,0xEF,,
7.33630525s,0x2F,,
7.3375435s,0x7C,,
7.33878175s,0x00,,
7.34002025s,0x00,,
7.3412585s,0x00,,
7.34249675s,0x00,,
7.343735s,0x00,,
7.34497325s,0x00,,
7.34621175s,0x00,,
7.34745s,0x00,,
7.34868825s,0x00,,
7.3499265s,0x00,,
7.35116475s,0x00,,
7.35240325s,0x00,,
7.3536415s,0x00,,
7.35487975s,0x00,,
7.356118s,0x00,,
7.35735625s,0x00,,
7.35859475s,0x00,,
7.359833s,0x00,,
7.36107125s,0x00,,
7.3623095s,0x00,,
7.36354775s,0x00,,
7.36478625s,0x00,,
7.3660245s,0x00,,
7.36726275s,0x00,,
7.368501s,0x00,,
7.36973925s,0x01,,
7.37097775s,0x00,,
7.372216s,0x00,,
7.37345425s,0x00,,
7.3746925s,0x00,,
7.37593075s,0x00,,
7.377169s,0x00,,
7.3784075s,0x00,,
7.37964575s,0x00,,
7.380884s,0x00,,
7.38212225s,0x00,,
7.38336075s,0x00,,
7.384599s,0x00,,
7.38583725s,0x00,,
7.3870755s,0x00,,
7.38831375s,0x00,,
7.389552s,0x00,,
7.3907905s,0x00,,
7.39202875s,0x00,,
7.393267s,0x00,,
7.39450525s,0xAC,,
7.5335045s,0xFE,,
7.53474275s,0x55,,
7.535981s,0xEF,,
7.53721925s,0x13,,
7.53845775s,0x7A,,
7.539696s,0x01,,
7.54093425s,0x00,,
7.5421725s,0x00,,
7.54341075s,0x00,,
7.54464925s,0x00,,
7.5458875s,0x00,,
7.54712575s,0x00,,
7.548364s,0x00,,
7.54960225s,0x00,,
7.5508405s,0x00,,
7.552079s,0x00,,
7.55331725s,0x00,,
7.5545555s,0x00,,
7.55579375s,0x00,,
7.557032s,0x00,,
7.5582705s,0x00,,
7.55950875s,0x00,,
7.560747s,0x8E,,
7.7392685s,0xFE,,
7.74050675s,0x55,,
7.74174525s,0xEF,,
7.7429835s,0x2F,,
7.74422175s,0x7C,,
7.74546s,0x00,,
7.74669825s,0x00,,
7.74793675s,0x00,,
7.749175s,0x00,,
7.75041325s,0x00,,
7.7516515s,0x00,,
7.75288975s,0x00,,
7.75412825s,0x00,,
7.7553665s,0x00,,
7.75660475s,0x00,,
7.757843s,0x00,,
7.75908125s,0x00,,
7.76031975s,0x00,,
7.761558s,0x00,,
7.76279625s,0x00,,
7.7640345s,0x00,,
7.76527275s,0x00,,
7.766511s,0x00,,
7.7677495s,0x00,,
7.76898775s,0x00,,
7.770226s,0x00,,
7.77146425s,0x00,,
7.7727025s,0x00,,
7.773941s,0x00,,
7.77517925s,0x00,,
7.7764175s,0x01,,
7.77765575s,0x00,,
7.778894s,0x00,,
7.7801325s,0x00,,
7.78137075s,0x00,,
7.782609s,0x00,,
7.78384725s,0x00,,
7.7850855s,0x00,,
7.786324s,0x00,,
7.78756225s,0x00,,
7.7888005s,0x00,,
7.79003875s,0x00,,
7.791277s,0x00,,
7.7925155s,0x00,,
7.79375375s,0x00,,
7.794992s,0x00,,
7.79623025s,0x00,,
7.7974685s,0x00,,
7.798707s,0x00,,
7.79994525s,0x00,,
7.8011835s,0xAC,,
7.93357825s,0xFE,,
7.93481675s,0x55,,
7.936055s,0xEF,,
7.93729325s,0x0D,,
7.9385315s,0x7B,,
7.93976975s,0x00,,
7.94100825s,0x00,,
7.9422465s,0x00,,
7.94348475s,0x00,,
7.944723s,0x00,,
7.94596125s,0x00,,
7.94719975s,0x00,,
7.948438s,0x00,,
7.94967625s,0x00,,
7.9509145s,0x00,,
7.95215275s,0x00,,
7.95339125s,0x88,,
8.143367s,0xFE,,
8.14460525s,0x55,,
8.1458435s,0xEF,,
8.14708175s,0x2F,,
8.14832025s,0x7C,,
8.1495585s,0x00,,
8.15079675s,0x00,,
8.152035s,0x00,,
8.15327325s,0x00,,
8.15451175s,0x00,,
8.15575s,0x00,,
8.15698825s,0x00,,
8.1582265s,0x00,,
8.15946475s,0x00,,
8.16070325s,0x00,,
8.1619415s,0x00,,
8.16317975s,0x00,,
8.164418s,0x00,,
8.16565625s,0x00,,
8.16689475s,0x00,,
8.168133s,0x00,,
8.16937125s,0x00,,
8.1706095s,0x00,,
8.17184775s,0x00,,
8.17308625s,0x00,,
8.1743245s,0x00,,
8.17556275s,0x00,,
8.176801s,0x00,,
8.17803925s,0x00,,
8.17927775s,0x00,,
8.180516s,0x01,,
8.18175425s,0x00,,
8.1829925s,0x00,,
8.18423075s,0x00,,
8.18546925s,0x00,,
8.1867075s,0x00,,
8.18794575s,0x00,,
8.189184s,0x00,,
8.19042225s,0x00,,
8.19166075s,0x00,,
8.192899s,0x00,,
8.19413725s,0x00,,
8.1953755s,0x00,,
8.19661375s,0x00,,
8.197852s,0x00,,
8.1990905s,0x00,,
8.20032875s,0x00,,
8.201567s,0x00,,
8.20280525s,0x00,,
8.2040435s,0x00,,
8.205282s,0xAC,,
8.33437475s,0xFE,,
8.335613s,0x55,,
8.33685125s,0xEF,,
8.3380895s,0x0B,,
8.33932775s,0x77,,
8.34056625s,0x00,,
8.3418045s,0x00,,
8.34304275s,0x00,,
8.344281s,0x00,,
8.34551925s,0x00,,
8.34675775s,0x00,,
8.347996s,0x00,,
8.34923425s,0x00,,
8.3504725s,0x00,,
8.35171075s,0x82,,
8.5373525s,0xFE,,
8.538591s,0x55,,
8.53982925s,0xEF,,
8.5410675s,0x2F,,
8.54230575s,0x7C,,
8.543544s,0x00,,
8.5447825s,0x00,,
8.54602075s,0x00,,
8.547259s,0x00,,
8.54849725s,0x00,,
8.5497355s,0x00,,
8.55097375s,0x00,,
8.55221225s,0x00,,
8.5534505s,0x00,,
8.55468875s,0x00,,
8.555927s,0x00,,
8.55716525s,0x00,,
8.55840375s,0x00,,
8.559642s,0x00,,
8.56088025s,0x00,,
8.5621185s,0x00,,
8.56335675s,0x00,,
8.56459525s,0x00,,
8.5658335s,0x00,,
8.56707175s,0x00,,
8.56831s,0x00,,
8.56954825s,0x00,,
8.57078675s,0x00,,
8.572025s,0x00,,
8.57326325s,0x00,,
8.5745015s,0x01,,
8.57573975s,0x00,,
8.57697825s,0x00,,
8.5782165s,0x00,,
8.57945475s,0x00,,
8.580693s,0x00,,
8.58193125s,0x00,,
8.58316975s,0x00,,
8.584408s,0x00,,
8.58564625s,0x00,,
8.5868845s,0x00,,
8.58812275s,0x00,,
8.58936125s,0x00,,
8.5905995s,0x00,,
8.59183775s,0x00,,
8.593076s,0x00,,
8.59431425s,0x00,,
8.59555275s,0x00,,
8.596791s,0x00,,
8.59802925s,0x00,,
8.5992675s,0xAC,,
8.76530275s,0xFE,,
8.76654125s,0x55,,
8.7677795s,0xEF,,
8.76901775s,0x2C,,
8.770256s,0x7D,,
8.77149425s,0x00,,
8.77273275s,0x00,,
8.773971s,0x00,,
8.77520925s,0x00,,
8.7764475s,0x00,,
8.77768575s,0x00,,
8.77892425s,0x00,,
8.7801625s,0x00,,
8.78140075s,0x00,,
8.782639s,0x00,,
8.78387725s,0x00,,
8.78511575s,0x00,,
8.786354s,0x00,,
8.78759225s,0x00,,
8.7888305s,0x00,,
8.79006875s,0x18,,
8.79130725s,0x01,,
8.7925455s,0x00,,
8.79378375s,0x00,,
8.795022s,0x00,,
8.79626025s,0x00,,
8.79749875s,0x00,,
8.798737s,0x00,,
8.79997525s,0x00,,
8.8012135s,0x05,,
8.80245175s,0x00,,
8.80369025s,0x08,,
8.8049285s,0x3B,,
8.80616675s,0x11,,
8.807405s,0x00,,
8.80864325s,0x04,,
8.80988175s,0x08,,
8.81112s,0x01,,
8.81235825s,0x2C,,
8.8135965s,0x32,,
8.81483475s,0x00,,
8.81607325s,0x00,,
8.8173115s,0x20,,
8.81854975s,0x06,,
8.819788s,0x0A,,
8.82102625s,0x32,,
8.82226475s,0x00,,
8.823503s,0xE8,,
8.9471265s,0xFE,,
8.94836475s,0x55,,
8.94960325s,0xEF,,
8.9508415s,0x2F,,
8.95207975s,0x7C,,
8.953318s,0x00,,
8.95455625s,0x00,,
8.95579475s,0x00,,
8.957033s,0x00,,
8.95827125s,0x00,,
8.9595095s,0x00,,
8.96074775s,0x00,,
8.96198625s,0x00,,
8.9632245s,0x00,,
8.96446275s,0x00,,
8.965701s,0x00,,
8.96693925s,0x00,,
8.96817775s,0x00,,
8.969416s,0x00,,
8.97065425s,0x00,,
8.9718925s,0x00,,
8.97313075s,0x00,,
8.97436925s,0x00,,
8.9756075s,0x00,,
8.97684575s,0x00,,
8.978084s,0x00,,
8.97932225s,0x00,,
8.9805605s,0x00,,
8.981799s,0x00,,
8.98303725s,0x00,,
8.9842755s,0x01,,
8.98551375s,0x00,,
8.986752s,0x00,,
8.9879905s,0x00,,
8.98922875s,0x00,,
8.990467s,0x00,,
8.99170525s,0x00,,
8.9929435s,0x00,,
8.994182s,0x00,,
8.99542025s,0x00,,
8.9966585s,0x00,,
8.99789675s,0x00,,
8.999135s,0x00,,
9.0003735s,0x00,,
9.00161175s,0x00,,
9.00285s,0x00,,
9.00408825s,0x00,,
9.0053265s,0x00,,
9.006565s,0x00,,
9.00780325s,0x00,,
9.0090415s,0xAC,,
9.1410235s,0xFE,,
9.142262s,0x55,,
9.14350025s,0xEF,,
9.1447385s,0x13,,
9.14597675s,0x7A,,
9.147215s,0x01,,
9.1484535s,0x00,,
9.14969175s,0x00,,
9.15093s,0x00,,
9.15216825s,0x00,,
9.1534065s,0x00,,
9.154645s,0x00,,
9.15588325s,0x00,,
9.1571215s,0x00,,
9.15835975s,0x00,,
9.159598s,0x00,,
9.1608365s,0x00,,
9.16207475s,0x00,,
9.163313s,0x00,,
9.16455125s,0x00,,
9.1657895s,0x00,,
9.167028s,0x00,,
9.16826625s,0x8E,,
9.33925475s,0xFE,,
9.340493s,0x55,,
9.34173125s,0xEF,,
9.3429695s,0x2F,,
9.344208s,0x7C,,
9.34544625s,0x00,,
9.3466845s,0x00,,
9.34792275s,0x00,,
9.349161s,0x00,,
9.3503995s,0x00,,
9.35163775s,0x00,,
9.352876s,0x00,,
9.35411425s,0x00,,
9.35535275s,0x00,,
9.356591s,0x00,,
9.35782925s,0x00,,
9.3590675s,0x00,,
9.36030575s,0x00,,
9.361544s,0x00,,
9.3627825s,0x00,,
9.36402075s,0x00,,
9.365259s,0x00,,
9.36649725s,0x00,,
9.3677355s,0x00,,
9.368974s,0x00,,
9.37021225s,0x00,,
9.3714505s,0x00,,
9.37268875s,0x00,,
9.373927s,0x00,,
9.3751655s,0x00,,
9.37640375s,0x01,,
9.377642s,0x00,,
9.37888025s,0x00,,
9.3801185s,0x00,,
9.381357s,0x00,,
9.38259525s,0x00,,
9.3838335s,0x00,,
9.38507175s,0x00,,
9.38631s,0x00,,
9.3875485s,0x00,,
9.38878675s,0x00,,
9.390025s,0x00,,
9.39126325s,0x00,,
9.3925015s,0x00,,
9.39374s,0x00,,
9.39497825s,0x00,,
9.3962165s,0x00,,
9.39745475s,0x00,,
9.398693s,0x00,,
9.3999315s,0x00,,
9.40116975s,0xAC,,
9.54636025s,0xFE,,
9.5475985s,0x55,,
9.548837s,0xEF,,
9.55007525s,0x0D,,
9.5513135s,0x7B,,
9.55255175s,0x00,,
9.55379s,0x00,,
9.5550285s,0x00,,
9.55626675s,0x00,,
9.557505s,0x00,,
9.55874325s,0x00,,
9.5599815s,0x00,,
9.56122s,0x00,,
9.56245825s,0x00,,
9.5636965s,0x00,,
9.56493475s,0x00,,
9.566173s,0x88,,
9.7403605s,0xFE,,
9.741599s,0x55,,
9.74283725s,0xEF,,
9.7440755s,0x2F,,
9.74531375s,0x7C,,
9.746552s,0x00,,
9.7477905s,0x00,,
9.74902875s,0x00,,
9.750267s,0x00,,
9.75150525s,0x00,,
9.7527435s,0x00,,
9.753982s,0x00,,
9.75522025s,0x00,,
9.7564585s,0x00,,
9.75769675s,0x00,,
9.758935s,0x00,,
9.76017325s,0x00,,
9.76141175s,0x00,,
9.76265s,0x00,,
9.76388825s,0x00,,
9.7651265s,0x00,,
9.766365s,0x00,,
9.76760325s,0x00,,
9.7688415s,0x00,,
9.77007975s,0x00,,
9.771318s,0x00,,
9.77255625s,0x00,,
9.77379475s,0x00,,
9.775033s,0x00,,
9.77627125s,0x00,,
9.7775095s,0x01,,
9.77874775s,0x00,,
9.77998625s,0x00,,
9.7812245s,0x00,,
9.78246275s,0x00,,
9.783701s,0x00,,
9.78493925s,0x00,,
9.78617775s,0x00,,
9.787416s,0x00,,
9.78865425s,0x00,,
9.7898925s,0x00,,
9.79113075s,0x00,,
9.79236925s,0x00,,
9.7936075s,0x00,,
9.79484575s,0x00,,
9.796084s,0x00,,
9.79732225s,0x00,,
9.79856075s,0x00,,
9.799799s,0x00,,
9.80103725s,0x00,,
9.8022755s,0xAC,,
9.93941725s,0xFE,,
9.9406555s,0x55,,
9.94189375s,0xEF,,
9.943132s,0x0B,,
9.9443705s,0x77,,
9.94560875s,0x00,,
9.946847s,0x00,,
9.94808525s,0x00,,
9.94932375s,0x00,,
9.950562s,0x00,,
9.95180025s,0x00,,
9.9530385s,0x00,,
9.95427675s,0x00,,
9.955515s,0x00,,
9.9567535s,0x82,,
10.13785475s,0xFE,,
10.139093s,0x55,,
10.14033125s,0xEF,,
10.14156975s,0x2F,,
10.142808s,0x7C,,
10.14404625s,0x00,,
10.1452845s,0x00,,
10.14652275s,0x00,,
10.14776125s,0x00,,
10.1489995s,0x00,,
10.15023775s,0x00,,
10.151476s,0x00,,
10.15271425s,0x00,,
10.15395275s,0x00,,
10.155191s,0x00,,
10.15642925s,0x00,,
10.1576675s,0x00,,
10.15890575s,0x00,,
10.16014425s,0x00,,
10.1613825s,0x00,,
10.16262075s,0x00,,
10.163859s,0x00,,
10.16509725s,0x00,,
10.16633575s,0x00,,
10.167574s,0x00,,
10.16881225s,0x00,,
10.1700505s,0x00,,
10.17128875s,0x00,,
10.17252725s,0x00,,
10.1737655s,0x00,,
10.17500375s,0x01,,
10.176242s,0x00,,
10.17748025s,0x00,,
10.17871875s,0x00,,
10.179957s,0x00,,
10.18119525s,0x00,,
10.1824335s,0x00,,
10.18367175s,0x00,,
10.18491025s,0x00,,
10.1861485s,0x00,,
10.18738675s,0x00,,
10.188625s,0x00,,
10.18986325s,0x00,,
10.19110175s,0x00,,
10.19234s,0x00,,
10.19357825s,0x00,,
10.1948165s,0x00,,
10.19605475s,0x00,,
10.19729325s,0x00,,
10.1985315s,0x00,,
10.19976975s,0xAC,,
10.3445475s,0xFE,,
10.345786s,0x55,,
10.34702425s,0xEF,,
10.3482625s,0x2C,,
10.34950075s,0x7D,,
10.350739s,0x00,,
10.3519775s,0x00,,
10.35321575s,0x00,,
10.354454s,0x00,,
10.35569225s,0x00,,
10.3569305s,0x00,,
10.358169s,0x00,,
10.35940725s,0x00,,
10.3606455s,0x00,,
10.36188375s,0x00,,
10.363122s,0x00,,
10.36436025s,0x00,,
10.36559875s,0x00,,
10.366837s,0x00,,
10.36807525s,0x00,,
10.3693135s,0x18,,
10.37055175s,0x01,,
10.37179025s,0x00,,
10.3730285s,0x00,,
10.37426675s,0x00,,
10.375505s,0x00,,
10.37674325s,0x00,,
10.37798175s,0x00,,
10.37922s,0x00,,
10.38045825s,0x05,,
10.3816965s,0x00,,
10.38293475s,0x08,,
10.38417325s,0x3B,,
10.3854115s,0x11,,
10.38664975s,0x00,,
10.387888s,0x04,,
10.38912625s,0x08,,
10.39036475s,0x01,,
10.391603s,0x2C,,
10.39284125s,0x32,,
10.3940795s,0x00,,
10.39531775s,0x00,,
10.39655625s,0x20,,
10.3977945s,0x06,,
10.39903275s,0x0A,,
10.400271s,0x32,,
10.40150925s,0x00,,
10.40274775s,0xE8,,
10.54814475s,0xFE,,
10.549383s,0x55,,
10.55062125s,0xEF,,
10.5518595s,0x2F,,
10.553098s,0x7C,,
10.55433625s,0x00,,
10.5555745s,0x00,,
10.55681275s,0x00,,
10.558051s,0x00,,
10.5592895s,0x00,,
10.56052775s,0x00,,
10.561766s,0x00,,
10.56300425s,0x00,,
10.5642425s,0x00,,
10.565481s,0x00,,
10.56671925s,0x00,,
10.5679575s,0x00,,
10.56919575s,0x00,,
10.570434s,0x00,,
10.5716725s,0x00,,
10.57291075s,0x00,,
10.574149s,0x00,,
10.57538725s,0x00,,
10.5766255s,0x00,,
10.577864s,0x00,,
10.57910225s,0x00,,
10.5803405s,0x00,,
10.58157875s,0x00,,
10.582817s,0x00,,
10.5840555s,0x00,,
10.58529375s,0x01,,
10.586532s,0x00,,
10.58777025s,0x00,,
10.5890085s,0x00,,
10.59024675s,0x00,,
10.59148525s,0x00,,
10.5927235s,0x00,,
10.59396175s,0x00,,
10.5952s,0x00,,
10.59643825s,0x00,,
10.59767675s,0x00,,
10.598915s,0x00,,
10.60015325s,0x00,,
10.6013915s,0x00,,
10.60262975s,0x00,,
10.60386825s,0x00,,
10.6051065s,0x00,,
10.60634475s,0x00,,
10.607583s,0x00,,
10.60882125s,0x00,,
10.61005975s,0xAC,,
10.74307375s,0xFE,,
10.744312s,0x55,,
10.74555025s,0xEF,,
10.7467885s,0x13,,
10.74802675s,0x7A,,
10.74926525s,0x01,,
10.7505035s,0x00,,
10.75174175s,0x00,,
10.75298s,0x00,,
10.75421825s,0x00,,
10.75545675s,0x00,,
10.756695s,0x00,,
10.75793325s,0x00,,
10.7591715s,0x00,,
10.76040975s,0x00,,
10.76164825s,0x00,,
10.7628865s,0x00,,
10.76412475s,0x00,,
10.765363s,0x00,,
10.76660125s,0x00,,
10.76783975s,0x00,,
10.769078s,0x00,,
10.77031625s,0x8E,,
10.9514175s,0xFE,,
10.952656s,0x55,,
10.95389425s,0xEF,,
10.9551325s,0x2F,,
10.95637075s,0x7C,,
10.957609s,0x00,,
10.9588475s,0x00,,
10.96008575s,0x00,,
10.961324s,0x00,,
10.96256225s,0x00,,
10.9638005s,0x00,,
10.965039s,0x00,,
10.96627725s,0x00,,
10.9675155s,0x00,,
10.96875375s,0x00,,
10.969992s,0x00,,
10.9712305s,0x00,,
10.97246875s,0x00,,
10.973707s,0x00,,
10.97494525s,0x00,,
10.9761835s,0x00,,
10.977422s,0x00,,
10.97866025s,0x00,,
10.9798985s,0x00,,
10.98113675s,0x00,,
10.982375s,0x00,,
10.9836135s,0x00,,
10.98485175s,0x00,,
10.98609s,0x00,,
10.98732825s,0x00,,
10.9885665s,0x01,,
10.98980475s,0x00,,
10.99104325s,0x00,,
10.9922815s,0x00,,
10.99351975s,0x00,,
10.994758s,0x00,,
10.9959965s,0x00,,
10.99723475s,0x00,,
10.998473s,0x00,,
10.99971125s,0x00,,
11.0009495s,0x00,,
11.00218775s,0x00,,
11.00342625s,0x00,,
11.0046645s,0x00,,
11.00590275s,0x00,,
11.007141s,0x00,,
11.00837925s,0x00,,
11.00961775s,0x00,,
11.010856s,0x00,,
11.01209425s,0x00,,
11.0133325s,0xAC,,
11.15109325s,0xFE,,
11.15233175s,0x55,,
11.15357s,0xEF,,
11.15480825s,0x0D,,
11.1560465s,0x7B,,
11.157285s,0x00,,
11.15852325s,0x00,,
11.1597615s,0x00,,
11.16099975s,0x00,,
11.162238s,0x00,,
11.16347625s,0x00,,
11.16471475s,0x00,,
11.165953s,0x00,,
11.16719125s,0x00,,
11.1684295s,0x00,,
11.169668s,0x00,,
11.17090625s,0x88,,
11.3509755s,0xFE,,
11.352214s,0x55,,
11.35345225s,0xEF,,
11.3546905s,0x2F,,
11.35592875s,0x7C,,
11.357167s,0x00,,
11.3584055s,0x00,,
11.35964375s,0x00,,
11.360882s,0x00,,
11.36212025s,0x00,,
11.3633585s,0x00,,
11.364597s,0x00,,
11.36583525s,0x00,,
11.3670735s,0x00,,
11.36831175s,0x00,,
11.36955s,0x00,,
11.3707885s,0x00,,
11.37202675s,0x00,,
11.373265s,0x00,,
11.37450325s,0x00,,
11.3757415s,0x00,,
11.37698s,0x00,,
11.37821825s,0x00,,
11.3794565s,0x00,,
11.38069475s,0x00,,
11.381933s,0x00,,
11.38317125s,0x00,,
11.38440975s,0x00,,
11.385648s,0x00,,
11.38688625s,0x00,,
11.3881245s,0x01,,
11.38936275s,0x00,,
11.39060125s,0x00,,
11.3918395s,0x00,,
11.39307775s,0x00,,
11.394316s,0x00,,
11.3955545s,0x00,,
11.39679275s,0x00,,
11.398031s,0x00,,
11.39926925s,0x00,,
11.4005075s,0x00,,
11.40174575s,0x00,,
11.40298425s,0x00,,
11.4042225s,0x00,,
11.40546075s,0x00,,
11.406699s,0x00,,
11.40793725s,0x00,,
11.40917575s,0x00,,
11.410414s,0x00,,
11.41165225s,0x00,,
11.4128905s,0xAC,,
11.5474525s,0xFE,,
11.54869075s,0x55,,
11.549929s,0xEF,,
11.55116725s,0x0B,,
11.55240575s,0x77,,
11.553644s,0x00,,
11.55488225s,0x00,,
11.5561205s,0x00,,
11.55735875s,0x00,,
11.55859725s,0x00,,
11.5598355s,0x00,,
11.56107375s,0x00,,
11.562312s,0x00,,
11.56355025s,0x00,,
11.5647885s,0x82,,
11.74589s,0xFE,,
11.74712825s,0x55,,
11.7483665s,0xEF,,
11.74960475s,0x2F,,
11.75084325s,0x7C,,
11.7520815s,0x00,,
11.75331975s,0x00,,
11.754558s,0x00,,
11.75579625s,0x00,,
11.75703475s,0x00,,
11.758273s,0x00,,
11.75951125s,0x00,,
11.7607495s,0x00,,
11.76198775s,0x00,,
11.76322625s,0x00,,
11.7644645s,0x00,,
11.76570275s,0x00,,
11.766941s,0x00,,
